artist,album,albumyear,genre,bayesian,votes,rating,played
Edguy,Mandrake,2001,"Power, Melodic, Epic",3.93,49,3.85,86
Edguy,Hellfire Club,2004,"Power, Melodic, Epic",4.01,28,3.95,72
Edison's Children,A Million Miles Away,2012,Neo-Progressive,4.07,1,4.00,3
Edison's Children,Somewhere Between Here and There...,2015,Neo-Progressive,4.07,2,4.00,10
Edu Falaschi,Almah,2006,"Power, Metal Guitar Spotlight",4.03,24,3.98,86
Edward Box,Motion Control,2013,"Rock Guitar Spotlight, Instrumental",4.07,1,4.00,4
Edward Box,Moonfudge,2006,"Rock Guitar Spotlight, Instrumental",4.07,0,0.00,2
Effloresce,Coma Ghosts,2012,Female-Fronted,4.12,27,4.17,58
Egg,The Polite Force,1971,Canterbury,4.02,5,3.70,11
Eggs & Dogs,You Are,2009,Symphonic,4.03,91,4.02,224
Egoband,Tales From The Time,2016,Neo-Progressive,4.06,4,4.00,10
Eider Stellaire,Eider Stellaire I,1981,Progressive,4.07,0,0.00,1
Eidolon,The Parallel Otherworld,2006,"Power, Melodic",4.02,30,3.97,82
Ekos,Otra Dimension,2017,Psychedelic,4.06,4,4.00,17
Ekos,Luz Interna,2013,Psychedelic,4.12,3,4.67,7
Ekseption,Trinity,1973,"Progressive, Eclectic",4.07,2,4.00,4
Elarcos,Tecnocracia,2016,"Progressive, Jazz",4.07,0,0.00,3
Eldberg,Eldberg,2011,Crossover,4.03,3,3.67,9
Eldberg,Par er heimur hugans,2015,Crossover,4.07,0,0.00,8
Elder,Lore,2015,Psychedelic,4.03,2,3.50,2
Elder,Reflections of a Floating World,2017,Psychedelic,4.05,2,3.75,4
Eldritch,Seeds Of Rage,1995,"Power, Melodic",4.02,15,3.93,50
Eldritch,El Nino,1998,"Power, Melodic",4.05,38,4.04,96
Eldritch,Tasting The Tears,2014,"Power, Melodic",4.07,0,0.00,6
Eldritch,Underlying Issues,2015,"Power, Melodic",4.07,0,0.00,5
Electric Eye,Different Sun,2016,Psychedelic,4.06,4,4.00,7
Electric Light Orchestra,Eldorado,1974,"Crossover, AOR, Neo-Classical",3.78,46,3.60,112
Electric Light Orchestra,ELO II,1972,"Crossover, AOR, Neo-Classical",3.96,13,3.69,14
Electric Light Orchestra,Time.,1981,"Crossover, AOR, Neo-Classical",3.86,40,3.70,60
Electric Light Orchestra,Olé ELO,1976,"Crossover, AOR, Neo-Classical",3.95,23,3.78,48
Electric Light Orchestra,On The Third Day,1973,"Crossover, AOR, Neo-Classical",4.05,15,4.00,52
Electric Light Orchestra,Face The Music,1975,"Crossover, AOR, Neo-Classical",4.04,67,4.03,195
Electric Moon,Stardust Rituals,2017,Psychedelic,4.16,6,4.58,19
Electric Outlet,On!,2006,"Progressive/Metal, Jazz, Instrumental",4.05,149,4.04,599
Electric Outlet,EO II,2015,"Progressive/Metal, Jazz, Instrumental",4.08,2,4.25,10
Electrocution 250,Electric Cartoon Music From Hell,2004,"Progressive Rock/Metal, Jazz, Metal Guitar Spotlight, Instrumental",3.91,66,3.84,175
Elegant Simplicity,All Life Is One,2015,Progressive,4.05,1,3.50,3
Elegant Simplicity,Kicking The Olive Branch,2017,Progressive,4.05,1,3.50,9
Elegant Simplicity,Unforgiving Mirror,2013,Progressive,4.10,2,4.50,5
Elegy,Principles of Pain,2002,"Power, Melodic",4.01,11,3.86,36
Elegy,Manifestation Of Fear,1998,"Power, Melodic",4.00,21,3.90,70
Elegy,Forbidden Fruit,2000,"Power, Melodic",4.07,20,4.08,110
Elegy,State Of Mind,1997,"Power, Melodic",4.09,25,4.12,57
Elemental,Sysnesthesia,2002,Instrumental,4.13,28,4.20,176
Elephant Plaza,Momentum,2016,Progressive,4.19,13,4.46,43
Elephants Of Scotland,The Perfect Map,2016,"Neo-Progressive, ",3.99,6,3.58,12
Elephants Of Scotland,Execute And Breathe,2014,"Neo-Progressive, ",4.03,5,3.80,28
Eleven Strings,Chaos And Creation,2015,Progressive,4.08,1,4.50,10
Elias Viljanen,Taking The Lead,2011,"Metal Guitar Spotlight, Instrumental",4.00,11,3.82,47
Elis,God's Silence Devil's Temptation,2003,"Symphonic, Goth Doom, Female-Fronted",4.05,19,4.03,73
Elis,Dark Clouds in a Perfect Sky,2004,"Symphonic, Goth Doom, Female-Fronted",4.10,32,4.12,228
Elis,Griefshire,2006,"Symphonic, Goth Doom, Female-Fronted",4.14,27,4.22,94
Elmo Karjalainen,Age of Heroes,2017,"Progressive Rock/Metal, Instrumental",4.06,4,4.00,11
Eloy,Floating,1974,"Symphonic, Psychedelic",4.02,6,3.75,11
Eloy,Visionary,2010,"Symphonic, Psychedelic",4.00,16,3.87,80
Eloy,Dawn,1976,"Symphonic, Psychedelic",4.05,5,3.90,10
Eloy,Chronicles II,1994,"Symphonic, Psychedelic",4.01,45,3.97,173
Eloy,Time To Turn,1982,"Symphonic, Psychedelic",4.05,23,4.02,35
Eloy,Ocean,1977,"Symphonic, Psychedelic",4.05,50,4.03,153
Eloy,Colours,1980,"Symphonic, Psychedelic",4.06,18,4.06,65
Eloy,Chronicles I,1993,"Symphonic, Psychedelic",4.15,65,4.18,223
Eloy,Planets,1981,"Symphonic, Psychedelic",4.17,34,4.25,117
Eloy,Silent Cries And Mighty Echoes,1979,"Symphonic, Psychedelic",4.20,75,4.25,261
Eloy,"The Vision, The Sword And The Pyre, Part I",2017,"Symphonic, Psychedelic",4.10,5,4.30,22
Eloy,Ocean 2 ~ The Answer,1998,"Symphonic, Psychedelic",4.34,82,4.43,334
Elsesphere,Blind Leading The Blind,2002,Technical DTI,4.05,26,4.02,161
Emerald Edge,Surreal,2017,Progressive Rock/Metal,4.07,2,4.00,6
Emerald Lies,"Different View, Pt.1  Life On Earth",2012,Progressive,4.05,2,3.75,5
Emerald Lies,Different View Pt. II - Green Turns Blue,2014,Progressive,4.07,0,0.00,6
Emerald Sun,Escape From Twilight,2007,Power,3.99,11,3.77,34
Emeraude,Geoffroy,1981,"Progressive, Symphonic, Folk/Celtic",4.07,0,0.00,4
"Emerson, Lake & Palmer",Emerson Lake & Palmer Cd2 (2012 Steven Wilson Stereo Remix-Remaster),1973,"Symphonic, Keyboard Spotlight, ELP & Influenced",3.99,3,3.17,4
"Emerson, Lake & Palmer",Pictures At An Exbition,1972,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.00,29,3.93,43
"Emerson, Lake & Palmer",Then & Now (Disc 2),1998,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.00,29,3.93,102
"Emerson, Lake & Palmer",Works Volume 1 (Disc 1),1977,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.04,19,4.00,39
"Emerson, Lake & Palmer",Works Volume 1 (Disc 2),1977,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.04,68,4.02,164
"Emerson, Lake & Palmer",Then & Now (Disc 1),1998,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.07,25,4.06,96
"Emerson, Lake & Palmer",Brain Salad Surgery,1973,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.18,49,4.24,171
"Emerson, Lake & Palmer",Trilogy.,1972,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.28,103,4.34,411
"Emerson, Lake & Palmer","Emerson, Lake & Palmer",1970,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.32,124,4.39,533
"Emerson, Lake & Palmer",Tarkus (2012 Steven Wilson Stereo Remix-Remaster),1971,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.12,4,4.50,7
"Emerson, Lake & Palmer",Tarkus,1971,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.40,85,4.52,257
"Emerson, Lake & Palmer",Emerson Lake & Palmer CD1 (2012 Steven Wilson Stereo Remix-Remaster),1970,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.20,7,4.79,34
"Emerson, Lake & Powell","Emerson, Lake & Powell",1986,"Symphonic, ELP & Influenced",4.10,59,4.11,155
Emir Hot,Sevdah Metal,2008,"Metal Guitar Spotlight, Neo-Classical, Eastern/Ethnic Influence",4.17,94,4.20,398
Emmett Elvin,Assault on the Tyranny of Reason,2016,"Progressive, Instrumental",4.07,2,4.00,9
Emperor of Mind,Resistance,2017,"Progressive, Technical",4.07,1,4.00,4
Emphasis,Revival,2016,,4.07,0,0.00,3
Empire 21,Empire 21,2014,Power,4.07,1,4.00,24
Empty Tremor,Iridium,2010,Technical DTI,4.06,33,4.05,88
Empty Tremor,Eros And Thanatos,2000,Technical DTI,4.14,32,4.20,179
Empty Tremor,The Alien Inside,2004,Technical DTI,4.16,58,4.21,355
Empty Tremor,Apocolokyntosys,1997,Technical DTI,4.14,25,4.22,174
Empyrios,And The Rest Is Silence,2006,"Power, Neo-Classical",4.01,25,3.94,55
Enchant,Live At Last (Disc 2),2004,Progressive/Metal,4.08,9,4.11,53
Enchant,Wounded,1996,Progressive/Metal,4.12,25,4.18,194
Enchant,Tug of War,2003,Progressive/Metal,4.15,91,4.18,433
Enchant,Juggling 9 or Dropping 10,2000,Progressive/Metal,4.16,75,4.20,497
Enchant,Blink Of An Eye,2002,Progressive/Metal,4.17,106,4.20,567
Enchant,Live At Last (Disc 1),2004,Progressive/Metal,4.15,36,4.21,154
Enchant,Time Lost,1997,Progressive/Metal,4.17,33,4.26,288
Enchant,Break,1998,Progressive/Metal,4.18,38,4.26,274
Enchant,A Blueprint Of The World,1995,Progressive/Metal,4.32,65,4.43,542
Enchant,The Great Divide,2014,Progressive/Metal,4.25,24,4.48,123
Encompass,Encompass,2006,Progressive,3.96,29,3.84,271
End Of The Dream,All I Am,2015,"Symphonic, Female-Fronted",4.09,4,4.25,19
End Of You,Unreal,2006,"Progressive/Metal, Goth Doom, Symphonic",4.00,17,3.88,83
Endeavour,The Advancement In Atrophy,2014,,4.07,0,0.00,3
Ended,Five Eyes,2017,Progressive,4.05,1,3.50,5
Ending Paths,Mindwalk,2017,Progressive Rock,4.07,0,0.00,0
Endomain,Step In The Machine,2015,"Progressive, Power",4.05,1,3.50,9
England,Box Of Circles,2017,Symphonic,4.05,1,3.50,7
England,Garden Shed,1977,Symphonic,4.03,17,3.97,24
ENIAC Requiem,Space Eternal Void,1998,Neo-Classical,4.21,139,4.24,865
Enigmatic Infinity,Sentenced to Solitude,2016,Progressive,4.07,0,0.00,2
Enneade,Remembrance,2005,Technical DTI,3.97,24,3.85,61
Enneade,Teardrops in Morning Dew,2011,Technical DTI,4.01,33,3.95,131
Enochian Theory,Life ...And All It Entails,2012,"Harsh Vocals, POSI",4.02,41,3.98,145
Enochian Theory,Evolution Creatio Ex Nihilio,2009,"Harsh Vocals, POSI",4.16,95,4.18,622
Envinity,Moira's Lake,2009,Progressive,3.89,21,3.62,47
Envinity,Empyreal Progeny,2004,Progressive,4.04,13,3.96,43
Envinity,Sweet Painful Reality,2002,Progressive,4.08,11,4.09,23
Ephemeral Sun,Lord of Hounds,2017,"Progressive, Instrumental",4.08,1,4.50,6
Ephemeral Sun,Harvest Aorta,2010,"Progressive, Instrumental",4.07,0,0.00,3
Ephrat,No One's Words,2008,"Progressive/Metal, POSI",4.11,173,4.12,689
Epic Mind,Through The Labyrinth,2017,Progressive,4.07,1,4.00,6
Epica,The Holographic Principle,2016,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.03,5,3.80,27
Epica,The Quantum Enigma,2014,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.08,17,4.09,57
Epica,Consign to Oblivion,2005,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.19,104,4.23,467
Epica,We Will Take You With Us,2005,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.21,115,4.25,373
Epica,Requiem for the Indifferent,2012,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.19,37,4.28,186
Epica,The Divine Conspiracy (Ltd. Editon),2007,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.33,224,4.37,1137
Epica,Design Your Universe,2009,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.32,106,4.40,686
Epica,The Divine Conspiracy (Bonus Disc),2007,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.19,16,4.41,126
Epica,The Phantom Agony,2003,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.37,108,4.45,889
Epignosis,Refulgence,2011,Symphonic,4.03,3,3.67,9
Epignosis,Still the Waters,2009,Symphonic,4.07,0,0.00,3
Epysode,Fantasmagoria,2013,Melodic,4.04,6,3.92,16
Epysode,Obsessions,2011,Melodic,4.10,30,4.13,99
Equestria Metallers,Feel the Harmony,2014,"Instrumental, Progressive",4.07,2,4.00,5
Equinox,Slight Change,2016,Progressive,4.07,1,4.00,10
Eric Baule,Revelations Adrift,2015,Progressive/Metal,4.07,2,4.00,10
Eric Gillette,The Great Unknown,2016,Progressive Rock/Metal,4.11,4,4.38,25
Eric Johnson,Tones,1986,Rock Guitar Spotlight,4.07,1,4.00,1
Eric Johnson,Ah Via Musicom,1990,Rock Guitar Spotlight,4.07,0,0.00,0
Eric Johnson,"Alien Love Child, Live And Beyond",2000,Rock Guitar Spotlight,4.07,0,0.00,1
Eric Johnson,Bloom,2005,Rock Guitar Spotlight,4.07,0,0.00,1
Eric Johnson,Venus Isle,1996,Rock Guitar Spotlight,4.07,0,0.00,1
Erik Norlander,Seas Of Orion,2004,Symphonic,3.87,31,3.68,216
Erik Norlander,Surreal,2016,Progressive,4.06,4,4.00,8
Erik Norlander,"Eric Norlander and Friends, Live in St. Petersburg",2006,Symphonic,4.06,49,4.05,270
Erik Norlander,Stars Rain Down,2004,Symphonic,4.09,45,4.11,280
Erik Norlander,Threshold,1997,Symphonic,4.13,34,4.19,224
Erik Norlander,Music Machine (Disc 1),2003,Symphonic,4.19,36,4.29,223
Erik Norlander,Music Machine (Disc 2),2003,Symphonic,4.22,34,4.35,191
Erik Norlander,The Gallactive Collective,2010,Symphonic,4.26,29,4.45,129
Erik Norlander,Into The Sunset,2000,Symphonic,4.37,50,4.55,423
Eris Pluvia,Third Eye Light,2010,Instrumental,3.97,23,3.85,51
Eris Pluvia,Rings Of Earthly Light,1991,Instrumental,4.07,19,4.08,62
Eris Pluvia,A First Glimpse,2008,Instrumental,4.20,26,4.35,92
Errorhead,Modern Hippie,2008,Crossover,3.90,15,3.57,37
Errorhead,Evolution,2014,Guitar Spotlight,4.07,1,4.00,2
Errorhead,Error Rhythm,2003,Guitar Spotlight,4.07,0,0.00,0
Errorhead,Errorhead,1998,Guitar Spotlight,4.07,0,0.00,0
Errorhead,Modern Hippie,2008,Guitar Spotlight,4.07,0,0.00,0
Errorhead,Organic Pill,2012,Guitar Spotlight,4.07,0,0.00,1
Eskaton,4 Visions,1981,Zeuhl,4.10,2,4.50,4
Eskaton,Fiction,1983,Zeuhl,4.07,0,0.00,4
Esperanto,Last Tango,1975,"Progressive, Eclectic",4.07,0,0.00,5
Esquire,No Spare Planet,2016,Crossover,4.03,3,3.67,6
Etcetera,Etcetera,1976,"Progressive, Eclectic",4.05,2,3.75,2
Eternal Dream,The Fall Of Salanthine,2011,"Symphonic, Power, Female-Fronted, Operatic and Choral",4.01,17,3.91,38
Eternal Essence,The Infinite Procession,2008,Instrumental,4.13,27,4.20,90
Eternal Essence,A Light in the Distance,2012,Instrumental,4.07,0,0.00,3
Eternal Journey,Nebular,2015,Progressive,4.07,0,0.00,10
Eternal Wanderers,The Mystery Of The Cosmic Sorrow,2016,"Psychedelic, Ambient",4.07,0,0.00,0
Eternity X,The Edge.,1997,Progressive,3.97,65,3.93,217
Ethereal Architect,Monolith,2012,Progressive,3.99,15,3.83,22
Ethernity,Obscure Illusions,2015,"Power, Female-Fronted",4.07,2,4.00,13
Ethos,Ardour,1975,"Progressive, Symphonic",4.07,2,4.00,4
Ethos,Shade and Soil,2017,"Progressive, Symphonic",4.07,1,4.00,1
Ethos,Open Up,1977,"Progressive, Symphonic",4.08,1,4.50,3
Ethos,Ardour,1975,"Progressive, Symphonic",4.07,0,0.00,0
Ethos,Open Up,1977,"Progressive, Symphonic",4.07,0,0.00,0
Etron Fou Leloublan,Les Sillons De La Terre,1984,"Progressive, Avant-Garde",4.08,1,4.50,3
Etron Fou Leloublan,Les Poumons Gonflés,1982,"Progressive, Avant-Garde",4.07,0,0.00,3
Eumeria,Rebel Mind,2011,Progressive,4.22,37,4.35,209
Eunoia,On The Other Side of Things,2016,Progressive,4.07,0,0.00,3
Eureka,Shackleton's Voyage,2009,"Neo-Progressive, ",3.88,21,3.60,36
Eureka,Great Escapes,2015,"Neo-Progressive, ",4.06,3,4.00,16
Even Flow,Life Has Just Begun,2017,Progressive Metal,4.07,0,0.00,0
Event,Electric Skies,1998,Crossover,4.15,15,4.30,39
Event,Electric Skies,1998,Progressive,4.17,9,4.50,16
Evergrace,Evergrace,2006,"Power, Melodic",3.98,15,3.80,68
Evergrey,The Storm Within,2016,"Power, Melodic",4.06,4,4.00,19
Evergrey,Monday Morning Apocalypse,2006,"Power, Melodic",4.06,50,4.05,415
Evergrey,Glorious Collision,2011,"Power, Melodic",4.09,74,4.10,292
Evergrey,The Dark Discovery (Special Edition),2004,"Power, Melodic",4.10,17,4.15,117
Evergrey,A Night To Remember (disc 1),2005,"Power, Melodic",4.14,21,4.24,165
Evergrey,Hymns For The Broken - XTras Live In The Studio,2014,"Power, Melodic",4.09,3,4.33,20
Evergrey,A Night To Remember (disc 2),2005,"Power, Melodic",4.23,24,4.44,196
Evergrey,Torn,2008,"Power, Melodic",4.37,100,4.46,753
Evergrey,Recreation Day,2003,"Power, Melodic",4.39,93,4.50,879
Evergrey,The Inner Circle,2004,"Power, Melodic",4.45,165,4.52,926
Evergrey,Hymns for the Broken,2014,"Power, Melodic",4.20,11,4.55,66
Evergrey,Solitude Dominance Tragedy,2004,"Power, Melodic",4.33,33,4.56,351
Evergrey,In Search Of Truth,2001,"Power, Melodic",4.45,73,4.61,527
Everon,Flood,1995,"Progressive/Metal, Neo-Progressive, Keyboard Spotlight",3.94,36,3.83,110
Everon,Fantasma,2000,"Progressive/Metal, Neo-Progressive, Keyboard Spotlight",4.22,91,4.27,276
Everon,Flesh,2002,"Progressive/Metal, Neo-Progressive, Keyboard Spotlight",4.21,57,4.29,169
Everon,Bridge,2002,"Progressive/Metal, Neo-Progressive, Keyboard Spotlight",4.28,70,4.37,257
Everon,Venus,1997,"Progressive/Metal, Neo-Progressive, Keyboard Spotlight",4.28,60,4.39,362
Everon,North,2008,"Progressive/Metal, Neo-Progressive, Keyboard Spotlight",4.39,180,4.44,1078
Evership,Evership,2016,"Neo-Progressive, Symphonic",4.20,13,4.50,58
Everthrone,The Dawning,2015,"Progressive, Symphonic",4.03,2,3.50,16
Everthrone,Evil Tongues,2013,"Progressive, Symphonic",4.07,0,0.00,4
Everwood,Mind Games,2005,"Power, Melodic",4.05,18,4.03,82
Everwood,Without Saving,2011,"Power, Melodic",4.08,10,4.10,25
Everwood,The Raven's Nest,2007,"Power, Melodic",4.19,35,4.30,166
Evil Masquerade,Third Act,2007,"Goth Doom, Neo-Classical",3.98,24,3.88,109
Evil Wings,Shine in the Neverending Space,2002,Technical DTI,4.05,2,3.75,17
Evil Wings,Colors of the New World,1999,Technical DTI,4.03,5,3.80,27
Ex Libris,Medea,2014,"Symphonic, Goth Doom, Female-Fronted",4.09,4,4.25,11
ExhiVision,Exhivision,2004,Jazz,4.07,0,0.00,5
Exiled On Earth,Forces Of Denial,2016,"Progressive, Power",4.03,4,3.75,5
Existence,Origins,2017,Crossover,4.06,3,4.00,8
Exivious,Liminal,2013,"Progressive Rock/Metal, Jazz, Technical, LTE/Planet X and Influenced, Instrumental",4.11,16,4.19,73
Exivious,Exivious,2009,"Progressive Rock/Metal, Jazz, Technical, LTE/Planet X and Influenced, Instrumental",4.20,65,4.26,270
Exmagma,Exmagma & Goldball (1973 & 74 Daily Records),1974,Progressive,4.08,2,4.25,9
Exodus,The Most Beautiful Day,1980,"Progressive, Symphonic",4.05,2,3.75,3
Exovex,Radio Silence,2015,Progressive,4.07,0,0.00,3
Expedition : Delta,Expedition : Delta,2008,Neo-Classical,4.19,63,4.25,318
Explorers Club,Raising The Mammoth,2002,"Symphonic, Melodic",3.88,34,3.72,71
Explorers Club,Age Of Impact,1998,"Symphonic, Melodic",4.14,72,4.17,270
Extrovert,Ascension,2015,Progressive,4.05,1,3.50,27
Eye,Vision And Ageless Light,2016,Psychedelic,4.11,3,4.50,11
Eye 2 Eye,The Light Bearer,2017,Progressive/Metal,4.05,2,3.75,8
Eyefear,A World Full Of Grey,2007,Progressive,4.06,14,4.04,63
Eyefear,The Unseen,2008,Progressive,4.11,38,4.14,247
Eyefear,The Inception Of Darkness,2012,Progressive,4.17,30,4.27,142
Eyefear,9 Elements Of Inner Vision,2004,Progressive,4.19,26,4.33,252
Eyesberg,Masquerade,2016,Neo-Progressive,4.08,7,4.14,9
Eyesberg,Blue,2014,Neo-Progressive,4.11,4,4.38,7
Eyestrings,Consumption,2005,"Neo-Progressive, ",3.98,11,3.73,77
Fabio La Manna,EBE,2016,"Progressive, Instrumental",4.07,1,4.00,3
Fabrizio Leo,Spectrum of My Past,2014,"Jazz, Instrumental, Metal Guitar Spotlight",4.07,2,4.00,9
Fabrizio Leo,Cutaway,2006,"Jazz, Instrumental, Metal Guitar Spotlight",4.07,39,4.08,141
Fabulae Dramatis,Solar Time's Fable,2017,Metal,4.07,0,0.00,0
Faceshift,All Crumbles Down,2015,Progressive Rock/Metal,4.08,2,4.25,3
Factory Of Dreams,Some Kind Of Poetic Destruction,2013,"Progressive, Female-Fronted",4.05,1,3.50,8
Factory of Dreams,A Strange Utopia,2009,"Neo-Progressive, Female-Fronted",3.98,12,3.75,24
Factory of Dreams,Poles,2008,"Neo-Progressive, Female-Fronted",3.99,36,3.92,98
Failure of Milk,Self​-​Titled ,2016,Progressive,4.07,0,0.00,4
Faint Signal,Faint Signal,2014,Crossover,4.16,16,4.34,66
Fair to Midland,Inter.Funda.Stifle,2004,Crossover,4.04,21,4.00,82
Fair To Midland,Arrows & Anchors,2011,Crossover,4.14,50,4.18,232
Fair To Midland,Fables From A Mayfly,2007,Crossover,4.37,235,4.41,1534
Fairyland,The Fall of an Empire,2006,"Power, Speed, Epic, Neo-Classical",4.05,22,4.02,120
Faith,Blessed?,2008,"Goth Doom, Folk/Celtic",3.93,17,3.68,30
Falconer,The Sceptre Of Deception,2003,"Power, Melodic, Folk/Celtic",4.03,8,3.88,32
Falconer,Northwind,2006,"Power, Melodic, Folk/Celtic",4.04,28,4.02,134
Falconer,Falconer,2001,"Power, Melodic, Folk/Celtic",4.09,41,4.11,162
Falconer,Chapters From A Vale Forlorn,2002,"Power, Melodic, Folk/Celtic",4.12,32,4.17,138
Falconer,Northwind Bonus CD,2006,"Power, Melodic, Folk/Celtic",4.11,3,4.50,16
Fall Of Echoes,Red Tree,2006,Crossover,4.15,63,4.18,381
Family,Future History,2016,"Progressive, Harsh Vocals",4.05,1,3.50,3
Far East Family Band,Parallel World,1976,Psychedelic,4.08,1,4.50,6
Faraz Anwar,An Abstract Point Of View,2001,"Metal Guitar Spotlight, Instrumental",4.03,45,4.01,224
Farmhouse Odyssey,Rise Of The Waterfowl,2016,Symphonic,4.05,1,3.50,10
Farmhouse Odyssey,Farmhouse Odyssey,2015,Symphonic,4.06,3,4.00,6
Farpoint,Paint The Dark,2014,Progressive,4.07,0,0.00,6
Farther Paint,Lose Control,2008,Female-Fronted,4.05,50,4.04,260
Farwatch,Transmigrated,2016,Progressive Rock/Metal,4.07,0,0.00,4
Farzad Golpayegani,One,2002,"Metal Guitar Spotlight, Instrumental, Eastern/Ethnic Influence",4.00,9,3.78,17
Farzad Golpayegani,Two,2004,"Metal Guitar Spotlight, Instrumental, Eastern/Ethnic Influence",4.09,33,4.11,116
Farzad Golpayegani,Three.,2009,Metal,4.16,26,4.27,58
Fatal Destiny,Palindromia,2016,Progressive,4.04,1,3.00,12
Fatal Fusion,Land Of The Sun,2010,Progressive,3.97,20,3.83,52
Fatal Fusion,The Ancient Tale,2013,Progressive,4.06,18,4.06,19
Fatal Fusion,Total Absence,2016,Progressive,4.12,5,4.40,12
Fates Warning,Night On Brocken,1984,"Melodic, Fates Warning & Influenced",3.89,19,3.61,149
Fates Warning,Theories Of Flight,2016,"Melodic, Fates Warning & Influenced",3.97,10,3.65,20
Fates Warning,Darkness In A Different Light,2013,"Melodic, Fates Warning & Influenced",4.02,24,3.96,49
Fates Warning,The Spectre Within,1985,"Melodic, Fates Warning & Influenced",4.02,60,3.99,279
Fates Warning,Still Life (CD2),1998,"Melodic, Fates Warning & Influenced",4.03,36,4.00,222
Fates Warning,Awaken the Guardian,1986,"Melodic, Fates Warning & Influenced",4.12,64,4.14,304
Fates Warning,Perfect Symmetry,1989,"Melodic, Fates Warning & Influenced",4.24,97,4.29,503
Fates Warning,Inside Out,1994,"Melodic, Fates Warning & Influenced",4.26,78,4.34,483
Fates Warning,FWX,2004,"Melodic, Fates Warning & Influenced",4.33,171,4.38,1138
Fates Warning,No Exit,1989,"Melodic, Fates Warning & Influenced",4.25,39,4.40,249
Fates Warning,Still Life (CD1),1998,"Melodic, Fates Warning & Influenced",4.30,43,4.45,284
Fates Warning,Parallels,1991,"Melodic, Fates Warning & Influenced",4.42,154,4.48,1055
Fates Warning,Disconnected,2000,"Melodic, Fates Warning & Influenced",4.42,156,4.49,798
Fates Warning,A Pleasant Shade Of Gray,1997,"Melodic, Fates Warning & Influenced",4.43,131,4.52,1117
Fates Warning,Darkness In A Different Light (Bonus Disk),2013,"Melodic, Fates Warning & Influenced",4.22,13,4.58,77
Feed Forward,Barefoot & Naked,2007,Female-Fronted,4.12,103,4.14,482
Feed Forward,Upstream,2012,Female-Fronted,4.13,17,4.24,45
Felipe Martinez,Multipolarity,2015,"Progressive Rock/Metal, Instrumental, Metal Guitar Spotlight",4.07,1,4.00,2
Fenix Tales,The Abyss Eye,2015,"Symphonic, Female-Fronted",4.05,1,3.50,2
Fernando Refay,The Day We Came To Realise,2014,Crossover,4.09,5,4.20,15
"Ferrigno, Leal & Kuprij",Promised Land.,2003,"Neo-Classical, Metal Guitar Spotlight, Keyboard Spotlight, Shred, Instrumental",3.93,23,3.74,65
Fibonacci Sequence,Numerology,2010,Symphonic,4.03,31,3.98,122
Fibonacci Sequence,Cinema Finis,2017,Symphonic,4.07,1,4.00,3
Fibonacci Sequence,We Three Kings,2009,Symphonic,4.12,4,4.50,38
Fields,Contrasts - Urban Roar To Country Peace,1972,Symphonic,4.08,3,4.17,14
Fifth Density,Dominion of the Sun,2017,Progressive,4.11,2,4.75,10
Final Conflict,Return Of The Artisan,2012,Neo-Progressive,4.11,2,4.75,14
Finch,Beyond Expression,1976,Symphonic,4.07,1,4.00,1
Finch,Glory Of The Inner Force,1975,Symphonic,4.07,1,4.00,2
Finch,Mythology Disc 3,2013,Symphonic,4.07,1,4.00,1
Finch,Mythology Disc 2,2013,Symphonic,4.08,1,4.50,2
Finch,Mythology Disc 1,2013,Symphonic,4.07,0,0.00,0
Finn Arild,Testament,2011,Symphonic,4.14,73,4.17,347
Fire Garden,Sound of Majestic Colors,2014,Progressive/Metal,3.99,6,3.58,27
Fireballet,Promo '08,2008,"Symphonic, Genesis & Influenced",3.94,12,3.62,20
Firewind,The Premonition,2008,Power,3.89,78,3.83,281
First Band From Outer Space,The Guitar is Mightier Than The Gun,2009,Psychedelic,4.07,25,4.06,133
First Band From Outer Space,Impressionable Sounds Of The Subsonic,2006,Psychedelic,4.08,1,4.50,10
Fish,Kettle Of Fish 88-98,1998,"Neo-Progressive, Genesis & Influenced",3.98,28,3.89,72
Fish,Sunsets on Empire (US Version),1997,"Neo-Progressive, Genesis & Influenced",4.00,20,3.90,82
