artist,album,albumyear,genre,bayesian,votes,rating,played
Dream Theater,Live Scenes From New York (Disc 2),2001,Technical DTI,4.34,106,4.43,157
Dream Theater,Chaos In Motion (Disc 1),2008,Technical DTI,4.39,33,4.76,55
Dream Theater,Greatest Hit (...And 21 Other Pretty Cool Songs),2008,Technical DTI,4.41,84,4.55,132
Dream Theater,Black Clouds & Silver Linings (Disc 2) (Bonus Disc): Uncovered 2008/2009,2009,Technical DTI,4.42,143,4.51,268
Dream Theater,Octavarium,2005,Technical DTI,4.44,324,4.48,1055
Dream Theater,Live At Budokan (Disc 1),2004,Technical DTI,4.44,97,4.58,141
Dream Theater,Score - 20th Anniversary World Tour (CD1),2006,Technical DTI,4.44,108,4.56,195
Dream Theater,Score - 20th Anniversary World Tour (CD2),2006,Technical DTI,4.45,54,4.70,60
Dream Theater,Once In A Livetime (Disc 2),1998,Technical DTI,4.45,72,4.65,155
Dream Theater,Systematic Chaos,2007,Technical DTI,4.46,349,4.50,725
Dream Theater,Falling Into Infinity,1997,Technical DTI,4.47,226,4.54,597
Dream Theater,Live At Budokan (Disc 3),2004,Technical DTI,4.47,55,4.75,96
Dream Theater,Live At Budokan (Disc 2),2004,Technical DTI,4.51,93,4.68,201
Dream Theater,Score - 20th Anniversary World Tour (CD3),2006,Technical DTI,4.53,71,4.77,106
Dream Theater,Live Scenes From New York (Disc 3),2001,Technical DTI,4.56,101,4.74,125
Dream Theater,Awake,1994,Technical DTI,4.58,289,4.65,720
Dream Theater,Six Degrees Of Inner Turbulence,2002,Technical DTI,4.58,387,4.63,1000
Dream Theater,Train of Thought,2003,Technical DTI,4.61,361,4.66,934
Dream Theater,A Change of Seasons,1995,Technical DTI,4.61,203,4.71,511
Dream Theater,Scenes From a Memory,1999,Technical DTI,4.75,360,4.82,900
Dream Theater,Images And Words,1992,Technical DTI,4.78,460,4.84,942
Dreamgrave,Presentiment,2014,"Technical, Harsh Vocals",4.08,2,4.25,16
Dreamland,Exit 49,2009,"Power, Melodic",4.11,33,4.15,156
Dreamquest,Lost Horizons,2006,"Goth Doom, Female-Fronted",3.91,67,3.81,204
Dreamscape,Very,1999,Technical DTI,4.10,72,4.11,243
Dreamscape,Everlight,2012,Technical DTI,4.15,55,4.20,175
Dreamscape,Revoiced,2005,Technical DTI,4.28,40,4.47,247
Dreamscape,5th Season,2007,Technical DTI,4.30,118,4.38,635
Dreamscape,End Of Silence,2004,Technical DTI,4.56,194,4.65,1181
Dreamtone,Unforeseen Reflections,2000,Power,4.05,7,3.93,45
Dredg,El Cielo,2002,Crossover,4.08,1,4.50,5
Dreyelands,Rooms of Revelation,2010,Melodic,4.15,64,4.19,337
Driftglass,All That Remains,2014,Heavy,4.07,2,4.00,12
Drifting Sun,Safe Asylum,2016,Neo-Progressive,4.10,5,4.30,8
Dropshard,Silk,2014,Progressive,0.00,0,0.00,4
Dropshard,Anywhere but Home,2014,Progressive,4.02,5,3.60,14
Druckfarben,Druckfarben,2011,Symphonic,4.06,37,4.05,66
Druckfarben,Second Sound,2014,Symphonic,4.07,10,4.05,39
Dün,Eros,1981,Zeuhl,4.05,1,3.00,1
Dungen,4,2008,Psychedelic,3.97,7,3.43,6
Dusan Jevtovic,Am I Walking Wrong?,2013,"Guitar Spotlight, Crossover, Instrumental",4.07,4,4.00,11
Dwiki Dharmawan,So Far So Close,2015,Jazz,4.08,4,4.13,10
Dylan Furr,Juxtaposition,2015,Djent,4.06,1,3.50,5
Dylan Furr,Nostalgia,2013,Djent,4.08,2,4.25,6
Dynahead,Antigen,2008,Post-Metal,3.98,71,3.93,132
Dynahead,Youniverse,2011,Post-Metal,3.98,27,3.85,95
Dyscordia,Twin Symbiosis,2013,Progressive,0.00,0,0.00,5
Dyscordia,Words In Ruin,2016,Progressive,4.07,2,4.00,6
Dystopia,Way To Unfold,2014,Melodic,4.06,2,3.75,7
Early Cross,Pathfinder,2013,Crossover,3.99,14,3.75,13
Earth,Earth 2: Special Low Frequency Version,1993,Post-Metal,0.00,0,0.00,1
Earth,The Bees Made Honey In The Lion's Skull,2008,Post-Metal,0.00,0,0.00,1
EarthCry,Where The Road Leads,2012,Power,4.06,6,4.00,15
Earthless,From the Ages,2013,Psychedelic,4.07,4,4.00,7
Earthside,A Dream in Static,2015,"Symphonic, Neo-Progressive, Classical",4.21,14,4.57,23
Eberhard Weber,Colours,1977,Jazz,0.00,0,0.00,1
Eberhard Weber,Orchestra,,Jazz,0.00,0,0.00,3
Eberhard Weber,The Colours Of Chloë,1974,Jazz,0.00,0,0.00,2
Eberhard Weber,Yellow Fields,1975,Jazz,0.00,0,0.00,0
Eberhard Weber,Pendulum,1993,Jazz,4.02,2,3.00,2
Eberhard Weber,Endless Days,2001,Jazz,4.04,4,3.75,4
Eberhard Weber,Chorus,1984,Jazz,4.06,1,3.50,1
Eberhard Weber,The Following Morning,1976,Jazz,4.06,1,3.50,1
Ebony Ark,Decoder,2004,Female-Fronted,4.05,31,4.03,175
Ebony Ark,When The City Is Quiet,2008,Female-Fronted,4.06,40,4.05,88
Eccentric Orbit,Attack of the Martians,2004,Symphonic,4.15,7,4.57,6
Echo Us,The Tide Decides,2009,"Neo-Progressive, Ambient",3.95,13,3.62,17
Echo Us,II-XII; A Priori Memóriae,2014,"Neo-Progressive, Ambient",4.02,5,3.60,15
Echoes,Nature | Existence,2010,Melodic,4.40,186,4.46,1220
Echoes Of Eternity,The Forgotten Goddess,2007,Female-Fronted,4.11,107,4.12,353
Echoes of Giants,At the End of Myself,2013,Crossover,4.07,3,4.00,13
Echolapse,Echolapse,2013,Progressive,3.99,15,3.80,29
Echolapse,Deadlights,2015,Progressive,4.07,1,4.00,3
Echolyn,...and Every Blossom (EP),1993,Progressive,0.00,0,0.00,0
Echolyn,Echolyn (Disc 2),2012,"Symphonic, Gentle Giant & Influenced",4.02,24,3.94,60
Echolyn,As The World,1995,"Symphonic, Gentle Giant & Influenced",4.02,66,3.99,254
Echolyn,The End Is Beautiful,2005,"Symphonic, Gentle Giant & Influenced",4.06,3,3.83,10
Echolyn,Cowboy Poems Free,2000,"Symphonic, Gentle Giant & Influenced",4.06,13,4.04,17
Echolyn,I Heard You Listening,2015,"Symphonic, Gentle Giant & Influenced",4.07,8,4.06,17
Echolyn,Suffocating the Bloom,1992,"Symphonic, Gentle Giant & Influenced",4.08,9,4.11,13
Echolyn,Mei,2002,"Symphonic, Gentle Giant & Influenced",4.08,26,4.10,58
Echolyn,"Jersey Tomato, Volume 2 [live]",2003,"Symphonic, Gentle Giant & Influenced",4.09,50,4.11,93
Echolyn,2012 singles,2012,"Symphonic, Gentle Giant & Influenced",4.11,9,4.28,36
Echolyn,Echolyn (Disc 1),2012,"Symphonic, Gentle Giant & Influenced",4.21,34,4.35,160
Echolypse,Two,2012,Progressive,4.00,15,3.83,24
Echosilence,Demo 98,1998,Female-Fronted,4.18,15,4.43,56
Echosilence,Distorted Horizon,2005,Female-Fronted,4.21,82,4.27,473
Echoterra,The Law Of One,2009,"Symphonic, Goth Doom, Female-Fronted",3.95,20,3.73,37
Eclipse Sol-Air,Bartok's Crisis,2011,Crossover,0.00,0,0.00,1
Eclipse Sol-Air,Schizophilia,2013,Crossover,4.07,2,4.00,5
Ed Bernard,Polydactyl,2015,Symphonic,4.10,7,4.21,14
Eddie Jobson,Zinc / The Green Album,1983,"Keyboard Spotlight, Instrumental",4.21,41,4.34,106
Eden,Erwartung,1978,Progressive,0.00,0,0.00,3
Eden Circus,Marula,2014,Progressive,4.06,1,3.50,8
Edenbridge,Solitaire Ltd.,2010,"Symphonic, Power, Female-Fronted",4.06,9,4.00,46
Edenbridge,Shine,2004,"Symphonic, Power, Female-Fronted",4.06,14,4.04,15
Edenbridge,Arcana,2001,"Symphonic, Power, Female-Fronted",4.09,17,4.12,64
Edenbridge,The Grand Design,2006,"Symphonic, Power, Female-Fronted",4.10,37,4.12,148
Edenbridge,Sunrise In Eden,2000,"Symphonic, Power, Female-Fronted",4.13,14,4.29,47
Edenbridge,MyEarthDream,2008,"Symphonic, Power, Female-Fronted",4.17,51,4.24,106
Edensong,The Fruit Fallen,2008,Symphonic,3.99,16,3.81,32
Edgar Froese,Epsilon In Malaysian Pale,1975,Electronic,4.04,2,3.50,1
Edgend,A New Identity,2009,"Symphonic, Power, Neo-Progressive, Classical",4.14,105,4.16,450
Edguy,Mandrake,2001,"Power, Melodic, Epic",3.93,48,3.82,56
Edguy,Theater Of Salvation,1999,"Power, Melodic, Epic",3.94,26,3.75,34
Edguy,Hellfire Club,2004,"Power, Melodic, Epic",4.02,28,3.95,50
Edu Falaschi,Almah,2006,"Power, Guitar Spotlight",4.05,22,4.00,57
Edward Box,Motion Control,2013,"Guitar Spotlight, Instrumental",4.05,9,3.94,17
Edward Box,Moonfudge,2006,"Guitar Spotlight, Instrumental",4.09,35,4.11,93
Eela Craig,One Niter,1976,Progressive,0.00,0,0.00,1
Ef,Give Me Beauty...Or Give Me Death!,2006,Post-Rock,0.00,0,0.00,4
Effloresce,Coma Ghosts,2012,Female-Fronted,4.11,25,4.16,40
Egg,The Polite Force,1971,Canterbury,4.03,5,3.70,11
Eggs & Dogs,You Are,2009,Symphonic,4.05,88,4.04,182
Egoband,Tales From The Time,2016,Progressive,0.00,0,0.00,0
Egonon,Risveglio,2011,Progressive,0.00,0,0.00,2
Eidolon,The Parallel Otherworld,2006,"Power, Melodic",4.03,30,3.97,62
El Tubo Elástico,El Tubo Elástico,2015,"Post-Rock, Experimental, Instrumental",4.07,1,4.00,3
Eldberg,Eldberg,2011,Crossover,4.04,2,3.50,2
Eldritch,Seeds Of Rage,1995,"Power, Melodic",4.03,15,3.93,43
Eldritch,El Nino,1998,"Power, Melodic",4.06,37,4.04,50
Electric Light Orchestra,Eldorado,1974,"Crossover, AOR, Neo-Progressive, Classical",3.81,46,3.60,108
Electric Light Orchestra,Time.,1981,"Crossover, AOR, Neo-Progressive, Classical",3.88,40,3.70,56
Electric Light Orchestra,Olé ELO,1976,"Crossover, AOR, Neo-Progressive, Classical",3.96,22,3.77,43
Electric Light Orchestra,ELO II,1972,"Crossover, AOR, Neo-Progressive, Classical",3.97,13,3.69,14
Electric Light Orchestra,Face The Music,1975,"Crossover, AOR, Neo-Progressive, Classical",4.04,65,4.02,154
Electric Light Orchestra,On The Third Day,1973,"Crossover, AOR, Neo-Progressive, Classical",4.06,13,4.04,27
Electric Orange,Misophonia,2016,KrautRock,4.07,1,4.00,3
Electric Outlet,On!,2006,"Heavy, Jazz, Instrumental",4.05,148,4.04,570
Electrocution 250,Electric Cartoon Music From Hell,2004,"Heavy, Jazz, Guitar Spotlight, Instrumental",3.92,66,3.84,131
Electrum,Standard Deviation,2002,"Jazz, Instrumental",4.13,77,4.16,178
Elegy,Manifestation Of Fear,1998,"Power, Melodic",4.00,20,3.88,64
Elegy,Principles of Pain,2002,"Power, Melodic",4.03,11,3.86,30
Elegy,Forbidden Fruit,2000,"Power, Melodic",4.07,20,4.08,85
Elegy,State Of Mind,1997,"Power, Melodic",4.09,25,4.12,40
Elemental,Sysnesthesia,2002,Instrumental,4.13,28,4.20,132
Elephant Plaza,Momentum,2016,Progressive,4.15,8,4.50,10
Elephant9,Dodovoodoo,2008,"Jazz, Instrumental",3.93,27,3.74,38
Elephant9 With Reine Fiske,Atlantis,2012,Jazz,4.08,2,4.25,3
Elephant9 With Reine Fiske,Silver Mountain,2015,Jazz,4.08,1,4.50,1
Elephants Of Scotland,The Perfect Map,2016,Neo-Progressive,4.07,1,4.00,3
Elephants Of Scotland,Execute And Breathe,2014,Neo-Progressive,4.09,3,4.33,22
Elf Project,Mirage,2009,"Crossover, Jazz",3.90,32,3.69,137
Elf Project,The Great Divide,2012,"Crossover, Jazz",4.07,1,4.00,12
Elias Viljanen,Taking The Lead,2011,"Guitar Spotlight, Instrumental",4.02,10,3.80,45
Elis,God's Silence Devil's Temptation,2003,"Symphonic, Goth Doom, Female-Fronted",4.06,19,4.03,61
Elis,Dark Clouds in a Perfect Sky,2004,"Symphonic, Goth Doom, Female-Fronted",4.09,31,4.11,197
Elis,Griefshire,2006,"Symphonic, Goth Doom, Female-Fronted",4.11,25,4.16,61
Eloy,Chronicles II,1994,"Symphonic, Psychedelic",4.00,42,3.94,137
Eloy,Visionary,2010,"Symphonic, Psychedelic",4.01,16,3.87,63
Eloy,Floating,1974,"Symphonic, Psychedelic",4.04,5,3.80,8
Eloy,Ocean,1977,"Symphonic, Psychedelic",4.04,48,4.02,134
Eloy,Time To Turn,1982,"Symphonic, Psychedelic",4.05,23,4.02,34
Eloy,Dawn,1976,"Symphonic, Psychedelic",4.05,4,3.87,8
Eloy,Colours,1980,"Symphonic, Psychedelic",4.07,18,4.06,44
Eloy,Planets,1981,"Symphonic, Psychedelic",4.14,32,4.22,82
Eloy,Chronicles I,1993,"Symphonic, Psychedelic",4.14,64,4.18,188
Eloy,Silent Cries And Mighty Echoes,1979,"Symphonic, Psychedelic",4.19,73,4.25,208
Eloy,Ocean 2 ~ The Answer,1998,"Symphonic, Psychedelic",4.31,80,4.42,279
Elsesphere,Blind Leading The Blind,2002,Technical DTI,4.05,26,4.02,140
Elvaron,The Buried Crown,2005,SciFi/Fantasy Themed,4.06,8,4.00,81
Elvaron,The Call of the Black Dragon,2004,SciFi/Fantasy Themed,4.09,4,4.25,14
Emerald Lies,Different View Pt. II - Green Turns Blue,2014,Progressive,0.00,0,0.00,4
Emerald Lies,"Different View, Pt.1  Life On Earth",2012,Progressive,4.06,2,3.75,2
Emerald Sun,Escape From Twilight,2007,Power,4.00,11,3.77,28
"Emerson, Lake & Palmer",Emerson Lake & Palmer CD1 (2012 Steven Wilson Stereo Remix-Remaster),1970,"Symphonic, Keyboard Spotlight, ELP & Influenced",0.00,0,0.00,2
"Emerson, Lake & Palmer",Emerson Lake & Palmer Cd2 (2012 Steven Wilson Stereo Remix-Remaster),1973,"Symphonic, Keyboard Spotlight, ELP & Influenced",0.00,0,0.00,0
"Emerson, Lake & Palmer",Then & Now (Disc 2),1998,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.00,26,3.88,67
"Emerson, Lake & Palmer",Pictures At An Exbition,1972,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.02,28,3.95,42
"Emerson, Lake & Palmer",Works Volume 1 (Disc 2),1977,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.02,66,3.99,143
"Emerson, Lake & Palmer",Works Volume 1 (Disc 1),1977,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.02,17,3.91,38
"Emerson, Lake & Palmer",Then & Now (Disc 1),1998,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.09,21,4.12,61
"Emerson, Lake & Palmer",Tarkus (2012 Steven Wilson Stereo Remix-Remaster),1971,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.10,1,5.00,2
"Emerson, Lake & Palmer",Brain Salad Surgery,1973,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.26,68,4.37,166
"Emerson, Lake & Palmer",Trilogy.,1972,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.30,100,4.39,343
"Emerson, Lake & Palmer","Emerson, Lake & Palmer",1970,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.31,122,4.38,425
"Emerson, Lake & Palmer",Tarkus,1971,"Symphonic, Keyboard Spotlight, ELP & Influenced",4.37,78,4.51,187
"Emerson, Lake & Powell","Emerson, Lake & Powell",1986,"Symphonic, ELP & Influenced",4.10,58,4.11,121
Emir Hot,Sevdah Metal,2008,"Guitar Spotlight, Neo-Progressive, Classical, Eastern/Ethnic Influence",4.17,93,4.22,332
Empire 21,Empire 21,2014,Power,4.07,1,4.00,14
Empty Tremor,Iridium,2010,Technical DTI,4.04,31,4.00,75
Empty Tremor,Eros And Thanatos,2000,Technical DTI,4.13,32,4.20,139
Empty Tremor,Apocolokyntosys,1997,Technical DTI,4.14,25,4.24,137
Empty Tremor,The Alien Inside,2004,Technical DTI,4.17,57,4.23,307
Empty Yard Experiment,Kallisti,2014,"Post-Metal, Experimental",4.07,1,4.00,10
Empty Yard Experiment,EYE,2011,"Post-Metal, Experimental",4.07,6,4.08,11
Empyrios,And The Rest Is Silence,2006,"Power, Neo-Progressive, Classical",4.02,25,3.94,42
Enchant,Live At Last (Disc 2),2004,Heavy,4.08,9,4.11,51
Enchant,Wounded,1996,Heavy,4.11,23,4.17,156
Enchant,Live At Last (Disc 1),2004,Heavy,4.13,35,4.19,92
Enchant,Tug of War,2003,Heavy,4.15,87,4.18,335
Enchant,Time Lost,1997,Heavy,4.16,33,4.26,266
Enchant,Break,1998,Heavy,4.17,36,4.26,254
Enchant,Blink Of An Eye,2002,Heavy,4.17,105,4.20,519
Enchant,Juggling 9 or Dropping 10,2000,Heavy,4.18,71,4.23,403
Enchant,The Great Divide,2014,Heavy,4.20,21,4.43,81
Enchant,A Blueprint Of The World,1995,Heavy,4.29,64,4.42,392
Encompass,Encompass,2006,Progressive,3.97,28,3.82,250
End Of The Dream,All I Am,2015,"Symphonic, Female-Fronted",4.09,3,4.33,18
End Of You,Unreal,2006,"Heavy, Goth Doom, Symphonic",4.01,17,3.88,64
Energit,Energit,1975,Progressive,0.00,0,0.00,0
England,Garden Shed,1977,Symphonic,3.98,12,3.71,17
ENIAC Requiem,Space Eternal Void,1998,"Neo-Progressive, Classical",4.22,138,4.25,768
Enneade,Remembrance,2005,Technical DTI,3.99,24,3.85,56
Enneade,Teardrops in Morning Dew,2011,Technical DTI,4.02,33,3.95,131
Enochian Theory,Life ...And All It Entails,2012,"Harsh Vocals, POSI",4.02,41,3.98,125
Enochian Theory,Evolution Creatio Ex Nihilio,2009,"Harsh Vocals, POSI",4.15,95,4.18,530
Envinity,Moira's Lake,2009,Progressive,3.91,21,3.62,39
Envinity,Empyreal Progeny,2004,Progressive,4.04,13,3.96,25
Envinity,Sweet Painful Reality,2002,Progressive,4.08,11,4.09,17
Ephemeral Sun,Harvest Aorta,2010,Progressive,0.00,0,0.00,0
Ephrat,No One's Words,2008,"Heavy, POSI",4.11,170,4.12,635
Epica,The Quantum Enigma,2014,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.08,17,4.09,33
Epica,The Divine Conspiracy (Bonus Disc),2007,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.17,16,4.41,104
Epica,Requiem for the Indifferent,2012,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.18,37,4.28,126
Epica,Consign to Oblivion,2005,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.19,104,4.23,381
Epica,We Will Take You With Us,2005,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.20,113,4.24,301
Epica,Design Your Universe,2009,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.30,105,4.39,555
Epica,The Divine Conspiracy (Ltd. Editon),2007,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.33,224,4.37,992
Epica,The Phantom Agony,2003,"Symphonic, Harsh Vocals, Goth Doom, Female-Fronted",4.35,107,4.44,761
Epignosis,Refulgence,2011,Symphonic,0.00,0,0.00,1
Epignosis,Still the Waters,2009,Symphonic,0.00,0,0.00,0
Epysode,Fantasmagoria,2013,Melodic,4.05,6,3.92,14
Epysode,Obsessions,2011,Melodic,4.09,28,4.11,58
Equinox,Slight Change,2016,Progressive,4.07,1,4.00,3
Eric Baule,Revelations Adrift,2015,Heavy,4.07,2,4.00,5
Eric Johnson,Bloom,2005,Guitar Spotlight,4.08,26,4.10,40
Eric Johnson,"Alien Love Child, Live And Beyond",2000,Guitar Spotlight,4.12,23,4.20,56
Eric Johnson,Tones,1986,Guitar Spotlight,4.29,61,4.43,168
Eric Johnson,Venus Isle,1996,Guitar Spotlight,4.30,107,4.37,404
Eric Johnson,Ah Via Musicom,1990,Guitar Spotlight,4.39,116,4.50,765
Erik Norlander,Seas Of Orion,2004,Symphonic,3.89,31,3.68,197
Erik Norlander,"Eric Norlander and Friends, Live in St. Petersburg",2006,Symphonic,4.06,47,4.04,214
Erik Norlander,Surreal,2016,Progressive,4.07,3,4.00,3
Erik Norlander,Stars Rain Down,2004,Symphonic,4.08,44,4.09,260
Erik Norlander,Threshold,1997,Symphonic,4.11,32,4.16,183
Erik Norlander,Music Machine (Disc 1),2003,Symphonic,4.18,36,4.29,186
Erik Norlander,The Gallactive Collective,2010,Symphonic,4.20,26,4.38,70
Erik Norlander,Music Machine (Disc 2),2003,Symphonic,4.23,32,4.41,152
Erik Norlander,Into The Sunset,2000,Symphonic,4.34,49,4.54,332
Eris Pluvia,Third Eye Light,2010,Instrumental,3.99,23,3.85,48
Eris Pluvia,Rings Of Earthly Light,1991,Instrumental,4.08,19,4.08,41
Eris Pluvia,A First Glimpse,2008,Instrumental,4.19,26,4.35,54
Errata Corrige,"Siegfried, Il Drago E Altre Storie",1976,Progressive,4.05,1,3.00,1
Errorhead,Modern Hippie,2008,Crossover,3.93,15,3.57,35
Eskaton,4 Visions,1981,Zeuhl,4.10,2,4.50,3
Estradasphere,Palace of Mirrors,2006,"Avant-Garde, Jazz, Violin Spotlight",3.81,83,3.70,267
Estradasphere,Quadropus,2003,"Avant-Garde, Jazz, Violin Spotlight",3.88,31,3.65,51
Estradasphere,Buck Fever,2001,"Avant-Garde, Jazz, Violin Spotlight",4.08,1,4.50,1
Eternal Dream,The Fall Of Salanthine,2011,"Symphonic, Power, Female-Fronted, Operatic and Choral",4.02,17,3.91,22
Eternal Essence,The Infinite Procession,2008,Instrumental,4.12,26,4.19,53
Eternal Journey,Nebular,2015,Progressive,0.00,0,0.00,6
Eternal Wanderers,The Mystery Of The Cosmic Sorrow,2016,Progressive,0.00,0,0.00,0
Eternity X,The Edge.,1997,Progressive,4.00,65,3.95,183
Ethereal Architect,Monolith,2012,Progressive,4.00,15,3.83,22
Ethernity,Obscure Illusions,2015,"Power, Female-Fronted",4.07,2,4.00,8
Etna,Etna,1975,Jazz,0.00,0,0.00,1
Eumeria,Rebel Mind,2011,Progressive,4.21,37,4.35,148
Eureka,Shackleton's Voyage,2009,Neo-Progressive,3.90,21,3.60,36
Eureka,Great Escapes,2015,Neo-Progressive,4.07,3,4.00,13
Event,Electric Skies,1998,Crossover,4.14,15,4.30,19
Event,Electric Skies,1998,Progressive,4.16,9,4.50,16
Evergrace,Evergrace,2006,"Power, Melodic",3.99,15,3.80,62
Evergrey,Monday Morning Apocalypse,2006,"Power, Melodic",4.06,50,4.05,364
Evergrey,The Storm Within,2016,"Power, Melodic",4.07,3,4.00,7
Evergrey,Glorious Collision,2011,"Power, Melodic",4.09,74,4.10,247
Evergrey,Hymns For The Broken - XTras Live In The Studio,2014,"Power, Melodic",4.09,3,4.33,15
Evergrey,The Dark Discovery (Special Edition),2004,"Power, Melodic",4.10,17,4.15,101
Evergrey,A Night To Remember (disc 1),2005,"Power, Melodic",4.13,21,4.24,135
Evergrey,Hymns for the Broken,2014,"Power, Melodic",4.16,10,4.50,38
Evergrey,A Night To Remember (disc 2),2005,"Power, Melodic",4.23,23,4.48,121
Evergrey,Solitude Dominance Tragedy,2004,"Power, Melodic",4.30,33,4.56,258
Evergrey,Torn,2008,"Power, Melodic",4.36,100,4.46,588
Evergrey,Recreation Day,2003,"Power, Melodic",4.38,93,4.50,748
Evergrey,In Search Of Truth,2001,"Power, Melodic",4.42,71,4.61,385
Evergrey,The Inner Circle,2004,"Power, Melodic",4.43,162,4.52,778
Everon,Flood,1995,"Heavy, Neo-Progressive, Keyboard Spotlight",3.95,35,3.81,90
Everon,Flesh,2002,"Heavy, Neo-Progressive, Keyboard Spotlight",4.20,55,4.28,130
Everon,Fantasma,2000,"Heavy, Neo-Progressive, Keyboard Spotlight",4.22,89,4.28,207
Everon,Venus,1997,"Heavy, Neo-Progressive, Keyboard Spotlight",4.25,56,4.37,252
Everon,Bridge,2002,"Heavy, Neo-Progressive, Keyboard Spotlight",4.26,69,4.36,200
Everon,North,2008,"Heavy, Neo-Progressive, Keyboard Spotlight",4.38,179,4.44,941
Everthrone,The Dawning,2015,Symphonic,4.04,2,3.50,10
Everwood,Mind Games,2005,"Power, Melodic",4.06,18,4.03,61
Everwood,Without Saving,2011,"Power, Melodic",4.08,10,4.10,17
Everwood,The Raven's Nest,2007,"Power, Melodic",4.18,35,4.30,99
Evil Masquerade,Third Act,2007,"Goth Doom, Neo-Progressive, Classical",4.00,23,3.87,89
Evil Wings,Colors of the New World,1999,Technical DTI,4.04,5,3.80,27
Evil Wings,Shine in the Neverending Space,2002,Technical DTI,4.06,2,3.75,16
Evolocity,Evolocity,2006,Post-Metal,3.95,16,3.66,67
Ex Libris,Medea,2014,"Symphonic, Goth Doom, Female-Fronted",4.09,4,4.25,11
Exivious,Liminal,2013,"Heavy, Jazz, Technical, LTE/Planet X and Influenced, Instrumental",4.11,16,4.19,43
Exivious,Exivious,2009,"Heavy, Jazz, Technical, LTE/Planet X and Influenced, Instrumental",4.19,64,4.27,197
Exovex,Radio Silence,2015,Progressive,4.10,2,4.50,14
Expedition : Delta,Expedition : Delta,2008,"Neo-Progressive, Classical",4.18,62,4.25,253
Explorers Club,Raising The Mammoth,2002,"Symphonic, Melodic",3.90,34,3.72,69
Explorers Club,Age Of Impact,1998,"Symphonic, Melodic",4.13,71,4.15,214
Explosions In The Sky,"Those Who Tell The Truth Shall Die, Those Who Tell The Truth Shall Live Forever",2001,"Post-Rock, Math",3.98,29,3.86,52
Explosions In The Sky,All Of A Sudden I Miss Everyone,2006,"Post-Rock, Math",4.14,46,4.20,98
Explosions In The Sky,The Earth is Not a Cold Dead Place,2003,"Post-Rock, Math",4.14,37,4.22,98
Extrovert,Ascension,2015,Progressive,4.06,1,3.50,21
Exxasens,Back To Earth,2015,"Psychedelic, Post-Rock, Instrumental",4.07,3,4.00,10
Eyefear,A World Full Of Grey,2007,Progressive,4.06,14,4.04,37
Eyefear,The Unseen,2008,Progressive,4.11,38,4.14,211
Eyefear,The Inception Of Darkness,2012,Progressive,4.15,29,4.26,71
Eyefear,9 Elements Of Inner Vision,2004,Progressive,4.18,26,4.33,164
Eyestrings,Consumption,2005,Neo-Progressive,3.99,11,3.73,76
Eyot,Similarity,2014,Jazz,0.00,0,0.00,1
Fabio Zuffanti,La Quarta Vittima,2014,Crossover,4.08,1,4.50,2
Fabrizio Leo,Cutaway,2006,"Jazz, Instrumental, Guitar Spotlight",4.08,39,4.08,105
Factory of Dreams,A Strange Utopia,2009,"Neo-Progressive, Female-Fronted",3.98,11,3.68,23
Factory of Dreams,Poles,2008,"Neo-Progressive, Female-Fronted",4.00,35,3.91,78
Faint Signal,Faint Signal,2014,Rock,4.09,9,4.17,27
Fair to Midland,Inter.Funda.Stifle,2004,Crossover,4.04,18,3.97,61
Fair To Midland,Arrows & Anchors,2011,Crossover,4.13,48,4.17,174
Fair To Midland,Fables From A Mayfly,2007,Crossover,4.37,233,4.41,1361
Fairyland,The Fall of an Empire,2006,"Power, Speed, Epic, Neo-Progressive, Classical",4.04,21,3.98,97
Faith,Blessed?,2008,"Goth Doom, Folk/Celtic",3.95,17,3.68,30
Falconer,The Sceptre Of Deception,2003,"Power, Melodic, Folk/Celtic",4.04,8,3.88,32
Falconer,Northwind,2006,"Power, Melodic, Folk/Celtic",4.07,26,4.06,93
Falconer,Falconer,2001,"Power, Melodic, Folk/Celtic",4.09,40,4.11,96
Falconer,Northwind Bonus CD,2006,"Power, Melodic, Folk/Celtic",4.11,3,4.50,9
Falconer,Chapters From A Vale Forlorn,2002,"Power, Melodic, Folk/Celtic",4.12,32,4.17,104
Fall Of Echoes,Red Tree,2006,Crossover,4.14,62,4.18,340
Far Corner,Endangered,2007,"Avant-Garde, Symphonic, Instrumental",3.86,31,3.61,49
